Date,BKNG ,AMGN ,VNO ,MA ,VRTX ,HRB ,COG ,ORLY ,LLY ,CPRT ,QCOM ,BIIB ,TXN ,MCO ,V ,EBAY ,AAPL ,NKE ,MSFT ,MNST 
2019-01-11,1665.890015,194.640884,62.560607999999995,195.152695,188.16000400000001,24.737236,23.776310000000002,338.730011,113.615036,50.66,55.450626,333.209991,95.900787,147.465256,137.17976399999998,29.957521000000003,150.035706,75.243126,101.302139,54.369999
2019-01-14,1692.880005,190.97245800000002,61.48495500000001,194.684479,183.91000400000001,24.535726999999998,24.248297,341.149994,112.14814799999999,49.919998,55.257748,330.420013,93.702438,147.712738,136.225906,29.760498,147.779602,75.29259499999999,100.56307199999999,54.150002
2019-01-15,1698.310059,193.495712,61.878723,195.770325,186.679993,24.315031,24.38596,344.149994,114.504944,49.360001000000004,53.743706,337.540009,94.966972,151.68222,136.46434,30.213654,150.804169,77.063843,103.47995,54.759997999999996
2019-01-16,1680.569946,193.020172,62.589424,197.01556399999998,186.149994,24.017572,24.61212,344.0,114.221352,49.32,53.300102,332.02999900000003,94.51951600000001,153.830307,136.46434,29.839308000000003,152.64648400000002,76.865944,103.844551,53.810001
2019-01-17,1724.5100100000002,195.960739,62.791103,198.54968300000002,190.520004,24.219076,24.838279999999997,348.22000099999997,116.529243,49.740002000000004,52.817924,338.339996,94.87943299999999,156.265457,136.404755,29.927967,153.552872,78.30074300000001,104.573769,54.27
2019-01-18,1760.2600100000002,197.86293,63.76112,201.229416,194.699997,24.5933,25.192268,351.5,114.015976,50.060001,53.300102,337.420013,96.708145,157.789902,137.616974,30.538742,154.498657,79.606903,106.140602,55.580002
2019-01-22,1708.97998,196.018982,63.453784999999996,198.699112,193.880005,24.065548,24.789112,345.450012,114.504944,49.639998999999996,52.35503,338.959991,93.984535,153.9095,137.16983000000002,32.410477,151.030777,79.903763,104.140175,55.48
2019-01-23,1744.310059,195.611374,63.03120799999999,197.593353,189.889999,24.343819,24.611626,347.899994,116.16741200000001,49.27,49.924847,337.22000099999997,92.885338,153.24624599999999,136.136459,32.124790000000004,151.64158600000002,79.65638,105.15516699999999,55.18
2019-01-24,1795.6700440000002,195.03878799999998,63.127254,199.02783200000002,186.580002,24.660470999999998,25.124369,339.940002,112.45129399999999,49.509997999999996,48.999065,332.869995,99.30532099999999,152.563248,136.822052,32.164196000000004,150.439636,79.597015,104.652603,55.360001000000004
2019-01-25,1802.199951,192.903717,64.223511,202.16583300000002,189.5,24.861975,25.548367000000002,337.440002,112.431747,50.080002,49.4716,336.769989,101.562035,154.94889799999999,137.785873,33.218272999999996,155.424744,79.76522800000001,105.60846699999999,55.849998
2019-01-28,1813.5999760000002,186.284973,65.125748,199.396439,188.08999599999999,24.718044,25.15395,335.670013,112.490417,49.84,48.835121,330.01001,99.879234,154.30548100000001,135.122971,33.513805,153.98635900000002,79.478279,103.548927,55.560001
2019-01-29,1808.800049,186.44026200000002,65.698135,198.479965,186.380005,24.612492,25.262415,339.23999,113.15541100000002,49.580002,47.63932,334.480011,98.585503,153.57293700000002,134.139282,33.188721,152.39032,79.37931800000001,101.440102,55.48
2019-01-30,1818.699951,179.404236,66.69738000000001,203.24173000000002,187.050003,24.487751,24.996183,345.679993,114.35826100000001,50.139998999999996,48.381873999999996,327.859985,100.114571,154.889511,136.722702,33.572918,162.80386399999998,80.428207,104.82997900000001,56.220001
2019-01-31,1832.810059,181.58783,67.822746,210.3246,190.91000400000001,22.635815,24.601767000000002,344.660004,117.213776,50.630001,47.755043,333.77999900000003,98.683525,156.908905,134.149216,33.149319,163.97624199999998,81.021919,102.908394,57.240002000000004
2019-02-01,1836.959961,181.549026,67.483192,212.954529,191.520004,23.019636,24.720091,346.75,118.221046,50.919998,47.841834999999996,330.910004,99.967552,158.58183300000002,139.256454,33.799496000000005,164.055069,80.6558,101.282433,57.950001
2019-02-04,1860.9899899999998,180.685272,68.113785,214.090179,187.979996,22.664602,24.542603,356.170013,117.51693700000001,51.529999,47.91898,334.070007,99.781319,159.04705800000002,140.597855,34.528484000000006,168.71504199999998,81.130775,104.19929499999999,58.18
2019-02-05,1902.2600100000002,182.752426,68.395126,215.03656,187.020004,22.962065,24.414419,358.209991,117.77121000000001,51.84,48.921917,336.98999,100.291,161.12587,141.621262,34.804317,171.601685,81.991653,105.65774499999999,57.610001000000004
2019-02-06,1906.930054,185.13011200000003,67.677223,214.47869900000003,182.389999,23.038828,23.80307,353.619995,116.636803,51.93,49.278728,333.23999,104.368515,160.066666,140.587906,34.95208,171.660797,81.84322399999999,104.485077,57.360001000000004
2019-02-07,1877.060059,178.792847,67.764526,213.153748,180.179993,23.010042000000002,23.388931,365.459991,114.905891,51.290001000000004,48.748329,308.730011,101.80046800000001,159.136169,139.276321,34.725506,168.409653,81.526573,103.736145,57.43
2019-02-08,1871.089966,180.51058999999998,67.81304200000001,215.75379900000001,181.33999599999999,22.942873000000002,23.615725,360.230011,116.959526,51.73,48.497597,315.119995,102.476784,159.40344199999998,139.485001,34.735359,168.607529,81.496887,104.130325,57.889998999999996
2019-02-11,1865.0,180.306778,67.977959,216.27182000000002,181.529999,22.971659,24.069304000000002,366.679993,115.40463999999999,52.189999,49.018349,316.869995,102.682625,160.16568,139.902298,35.060452000000005,167.637878,82.803055,103.71644599999999,58.0
2019-02-12,1895.290039,182.86888100000002,66.551857,218.074921,184.009995,23.096401,24.365114000000002,378.48999,116.851952,53.259997999999996,49.818764,319.429993,104.329308,161.502014,141.084702,35.651524,169.08244299999998,83.822266,105.33255,58.889998999999996
2019-02-13,1919.969971,183.402634,66.833191,219.6987,185.25,23.269123,24.24679,377.420013,117.008423,53.41,49.751265999999994,321.540009,105.025223,162.947281,142.575165,35.720478,168.379944,84.50503499999999,105.253716,59.310001
2019-02-14,1902.3299559999998,182.57135,66.231712,218.971481,185.720001,23.221146,24.374976999999998,383.049988,118.72413600000002,53.93,49.731978999999995,324.709991,104.848793,162.07617199999999,142.495529,35.779587,168.99340800000002,83.79257199999999,105.34240700000001,58.630001
2019-02-15,1933.569946,184.194824,66.745888,221.262695,188.070007,23.125191,24.877859,388.0,120.425125,54.029999,50.127361,332.869995,105.43690500000001,167.55029299999998,144.237411,36.035717,168.617432,84.485237,106.643166,58.720001
2019-02-19,1935.5,182.85498,66.736183,219.748505,186.860001,23.230738,24.828556,384.540009,120.08098600000001,53.32,50.156296000000005,333.0,105.15264099999999,166.263458,143.769577,36.498721999999994,169.12200900000002,83.68373100000001,106.59389499999999,58.23
